time,Cyclone_Inlet_Gas_Temp,Cyclone_Material_Temp,Cyclone_Outlet_Gas_draft,Cyclone_cone_draft,Cyclone_Gas_Outlet_Temp,Cyclone_Inlet_Draft,anomaly,state
2017-01-04 05:35:00,909.47,897.36,-79.87,-92.26,841.75,-62.74,-1,2
2017-01-04 05:40:00,895.68,935.48,-82.56,-85.05,853.94,-68.29,-1,2
2017-01-08 05:15:00,839.22,828.04,-112.57,-108.59,795.98,-88.06,-1,2
2017-01-08 05:20:00,966.54,877.71,-110.49,-113.79,894.19,-85.61,-1,2
2017-01-19 08:55:00,813.41,857.58,-100.83,-110.54,794.27,-79.46,-1,2
2017-01-19 09:05:00,931.66,1041.37,-65.99,-74.1,871.04,-41.58,-1,2
2017-01-19 09:10:00,975.07,1061.51,-72.37,-86.48,906.31,-49.8,-1,2
2017-01-19 09:15:00,970.17,1031.08,-98.35,-103.14,893.83,-73.0,-1,2
2017-01-20 04:40:00,795.99,827.74,-104.24,-116.99,764.69,-77.65,-1,2
2017-01-20 04:50:00,973.75,998.33,-109.91,-122.79,880.68,-88.03,-1,2
2017-01-22 23:35:00,1015.86,1016.02,-120.76,-134.14,945.89,-96.3,-1,2
2017-01-22 23:40:00,969.06,996.14,-96.63,-105.42,919.68,-69.16,-1,2
2017-01-22 23:45:00,961.26,1018.56,-73.4,-80.48,913.04,-50.29,-1,2
2017-01-23 00:05:00,912.94,936.77,-67.44,-82.91,848.15,-48.86,-1,2
2017-01-23 00:10:00,978.14,1008.41,-65.95,-72.15,903.36,-48.86,-1,2
2017-01-23 00:15:00,953.34,982.47,-66.63,-76.93,873.73,-47.82,-1,2
2017-01-23 00:20:00,974.84,949.46,-77.82,-89.35,874.28,-57.27,-1,2
2017-01-23 00:25:00,970.15,933.81,-88.57,-97.83,875.99,-65.19,-1,2
2017-01-23 00:30:00,966.4,931.4,-100.5,-108.65,876.61,-74.0,-1,2
2017-01-23 01:40:00,958.78,944.41,-93.82,-108.86,901.83,-75.06,-1,2
2017-01-23 06:45:00,748.73,984.39,-81.81,-108.76,719.17,-85.01,-1,2
2017-01-23 07:25:00,931.94,957.08,-58.58,-88.9,854.08,-59.76,-1,2
2017-01-23 07:30:00,978.61,989.45,-64.75,-86.26,892.86,-61.71,-1,2
2017-01-23 07:35:00,946.94,938.35,-83.33,-106.55,883.99,-84.63,-1,2
2017-01-23 15:00:00,809.0,918.94,-73.04,-86.9,789.24,-82.67,-1,2
2017-01-23 15:05:00,947.59,931.23,-87.61,-111.56,872.3,-81.95,-1,2
2017-01-23 15:20:00,1018.45,973.54,-81.94,-96.01,888.7,-70.98,-1,2
2017-01-23 15:25:00,954.2,993.54,-80.94,-85.8,905.5,-66.66,-1,2
2017-01-23 15:35:00,1022.15,1052.36,-112.19,-117.15,931.79,-95.27,-1,2
2017-01-23 16:15:00,1014.27,1006.31,-106.07,-126.63,913.95,-105.0,-1,2
2017-01-23 16:35:00,1015.04,1020.17,-117.48,-140.61,942.64,-116.92,-1,2
2017-01-25 01:00:00,1097.0,1035.51,-138.54,-143.55,959.32,-117.19,-1,2
2017-01-25 17:45:00,937.57,1029.32,-73.44,-79.13,879.93,-62.78,-1,2
2017-01-25 17:50:00,945.25,1017.95,-76.95,-85.32,892.14,-62.53,-1,2
2017-01-25 17:55:00,902.03,968.74,-89.39,-89.91,880.34,-73.14,-1,2
2017-01-25 18:00:00,994.74,999.28,-98.59,-104.72,891.71,-80.16,-1,2
2017-01-25 18:05:00,980.16,1038.7,-106.62,-111.91,923.53,-95.89,-1,2
2017-01-25 18:10:00,976.53,993.48,-114.82,-112.43,905.5,-99.73,-1,2
2017-01-25 18:15:00,1031.85,1027.06,-125.41,-120.33,938.44,-110.38,-1,2
2017-01-26 09:20:00,1032.38,972.51,-87.12,-107.88,976.11,-74.39,-1,2
2017-01-26 10:00:00,933.63,980.51,-65.44,-77.33,902.91,-52.36,-1,2
2017-01-26 10:05:00,980.39,996.0,-57.95,-79.21,924.99,-52.16,-1,2
2017-01-26 10:10:00,913.19,981.28,-72.57,-86.47,896.91,-69.25,-1,2
2017-01-26 10:20:00,1064.62,1078.32,-94.4,-97.15,964.11,-88.85,-1,2
2017-01-26 10:25:00,963.81,1064.61,-106.92,-108.53,931.64,-91.7,-1,2
2017-01-26 10:30:00,951.6,1048.59,-109.83,-120.27,910.53,-97.23,-1,2
2017-01-26 11:20:00,959.19,894.71,-74.19,-87.99,883.18,-63.25,-1,2
2017-01-26 11:25:00,955.82,922.91,-72.94,-85.73,903.24,-61.41,-1,2
2017-01-26 13:25:00,918.68,969.67,-67.97,-72.46,866.36,-64.6,-1,2
2017-01-26 13:35:00,940.63,962.65,-78.27,-88.34,893.92,-71.16,-1,2
2017-01-28 17:05:00,935.39,1008.61,-75.16,-87.51,845.23,-64.06,-1,2
2017-01-28 17:10:00,995.62,1038.63,-85.78,-102.32,902.06,-72.15,-1,2
2017-01-28 17:15:00,1016.72,1029.12,-99.3,-105.12,915.69,-85.19,-1,2
2017-01-28 17:20:00,1001.81,1024.63,-100.54,-111.84,913.59,-86.37,-1,2
2017-01-28 17:25:00,945.75,1014.76,-89.62,-98.59,900.64,-71.85,-1,2
2017-01-28 17:30:00,970.72,1007.65,-93.03,-105.53,900.39,-78.93,-1,2
2017-02-01 13:15:00,876.31,885.83,-81.76,-80.09,854.1,-67.75,-1,2
2017-02-01 13:20:00,957.86,998.5,-93.25,-85.34,909.51,-74.69,-1,2
2017-02-01 13:25:00,997.01,1003.53,-113.82,-97.97,927.34,-88.32,-1,2
2017-02-01 15:20:00,789.69,809.41,-114.61,-121.01,798.2,-86.54,-1,2
2017-02-01 15:35:00,827.94,833.54,-82.83,-97.57,829.63,-70.78,-1,2
2017-02-08 07:15:00,1061.18,1055.66,-132.73,-155.34,943.72,-113.34,-1,2
2017-02-08 07:35:00,1028.45,1070.3,-126.54,-140.48,925.35,-100.58,-1,2
2017-02-22 12:35:00,800.22,828.11,-128.41,-146.51,769.23,-94.88,-1,2
2017-02-27 01:50:00,798.03,803.3,-124.82,-124.05,767.19,-93.73,-1,2
2017-03-02 01:55:00,912.82,994.66,-87.41,-93.73,886.48,-71.47,-1,2
2017-03-02 02:00:00,908.51,1032.75,-80.94,-84.17,888.51,-62.1,-1,2
2017-03-02 02:25:00,873.18,1033.43,-72.64,-90.77,875.53,-63.83,-1,2
2017-03-02 02:35:00,883.07,966.49,-71.12,-76.81,873.53,-57.63,-1,2
2017-03-02 02:40:00,889.37,966.01,-74.92,-88.01,870.01,-57.6,-1,2
2017-03-02 02:45:00,973.18,1042.12,-75.89,-88.29,905.71,-63.78,-1,2
2017-03-02 02:50:00,1008.83,1086.78,-79.44,-100.69,917.57,-70.24,-1,2
2017-03-02 02:55:00,1018.49,1049.95,-85.68,-97.25,918.06,-72.35,-1,2
2017-03-02 03:00:00,1008.86,1041.96,-92.06,-100.71,917.23,-77.32,-1,2
2017-03-02 03:05:00,999.38,1041.49,-94.62,-102.41,905.82,-74.28,-1,2
2017-03-02 03:10:00,1005.29,1045.41,-101.57,-106.17,910.36,-76.82,-1,2
2017-03-02 03:30:00,973.81,1086.77,-107.73,-98.55,929.1,-91.11,-1,2
2017-03-02 03:35:00,937.01,1011.87,-89.44,-88.94,928.05,-67.88,-1,2
2017-03-02 03:40:00,926.4,1101.44,-71.09,-70.55,919.49,-58.91,-1,2
2017-03-02 07:40:00,815.05,960.37,-65.8,-101.29,767.72,-75.31,-1,2
2017-03-07 20:50:00,968.27,998.83,-98.78,-108.08,898.85,-80.97,-1,2
2017-03-07 20:55:00,949.56,994.05,-109.65,-113.51,897.4,-85.15,-1,2
2017-03-07 21:05:00,780.51,816.32,-94.1,-93.94,780.46,-76.94,-1,2
2017-03-07 22:45:00,998.48,974.41,-58.59,-71.62,892.77,-45.06,-1,2
2017-03-07 22:50:00,957.66,916.21,-69.58,-78.89,895.04,-60.25,-1,2
2017-03-07 22:55:00,916.32,926.1,-72.31,-76.9,862.53,-63.71,-1,2
2017-03-08 02:05:00,848.23,1027.93,-64.57,-90.96,837.95,-52.18,-1,2
2017-03-08 02:10:00,860.17,1037.6,-74.98,-91.42,859.35,-57.12,-1,2
2017-03-08 02:15:00,872.99,1080.93,-79.98,-91.86,874.38,-60.16,-1,2
2017-03-08 02:20:00,924.43,1034.47,-95.06,-110.26,890.89,-76.34,-1,2
2017-03-08 02:25:00,973.37,1065.7,-112.56,-131.52,906.89,-85.89,-1,2
2017-03-12 03:35:00,838.75,906.78,-72.59,-93.04,842.23,-58.07,-1,2
2017-03-12 04:20:00,906.78,1016.5,-56.27,-86.35,857.21,-46.12,-1,2
2017-03-12 04:25:00,898.34,1000.96,-61.17,-87.28,858.12,-52.23,-1,2
2017-03-12 04:30:00,890.3,976.26,-71.9,-89.29,852.45,-62.01,-1,2
2017-03-12 04:35:00,926.81,976.22,-71.17,-92.08,871.71,-59.95,-1,2
2017-03-12 04:40:00,916.83,977.06,-82.13,-91.15,877.42,-69.67,-1,2
2017-03-25 03:30:00,655.49,718.64,-122.07,-161.11,607.15,-100.66,-1,2
2017-03-25 03:35:00,658.44,682.43,-142.89,-167.7,614.86,-116.15,-1,2
2017-03-25 03:40:00,764.35,788.44,-141.49,-167.98,699.39,-110.74,-1,2
2017-03-25 04:30:00,961.33,927.92,-85.27,-128.65,887.87,-67.18,-1,2
2017-03-25 04:35:00,946.47,938.0,-80.05,-116.57,883.29,-66.99,-1,2
2017-03-25 04:40:00,926.26,920.59,-70.8,-109.57,866.06,-53.12,-1,2
2017-03-25 04:45:00,924.52,890.21,-72.54,-109.41,855.59,-53.29,-1,2
2017-03-25 04:50:00,910.2,885.91,-74.29,-108.18,848.23,-60.79,-1,2
2017-03-25 04:55:00,919.51,890.11,-71.61,-103.95,849.67,-59.49,-1,2
2017-03-25 05:00:00,948.72,899.49,-73.8,-109.13,859.25,-63.54,-1,2
2017-03-25 05:05:00,964.3,920.01,-70.47,-109.29,871.91,-56.11,-1,2
2017-03-25 05:15:00,955.3,970.73,-73.18,-80.0,876.21,-54.27,-1,2
2017-03-25 05:20:00,956.14,985.26,-79.48,-121.84,877.21,-72.72,-1,2
2017-03-25 05:25:00,961.32,971.26,-72.77,-112.02,874.91,-59.7,-1,2
2017-03-25 05:30:00,956.51,956.85,-85.78,-120.53,871.71,-70.85,-1,2
2017-03-25 05:35:00,945.54,950.96,-75.3,-113.02,865.75,-64.01,-1,2
2017-03-25 05:40:00,936.98,957.13,-80.31,-114.19,864.84,-66.33,-1,2
2017-03-25 05:50:00,936.61,962.36,-80.18,-112.16,874.37,-65.97,-1,2
2017-03-25 05:55:00,979.91,987.48,-86.11,-120.24,893.92,-69.23,-1,2
2017-03-25 06:00:00,977.65,989.92,-78.43,-112.26,894.68,-65.37,-1,2
2017-03-25 06:15:00,992.02,1002.37,-84.64,-120.43,895.02,-69.39,-1,2
2017-03-25 06:35:00,988.56,1016.14,-104.04,-141.66,909.82,-87.62,-1,2
2017-03-25 06:40:00,957.2,997.08,-93.16,-118.5,908.31,-73.26,-1,2
2017-03-25 06:45:00,1006.7,1026.61,-105.66,-141.12,943.07,-84.64,-1,2
2017-03-25 07:00:00,970.78,1022.02,-118.53,-143.5,941.77,-94.48,-1,2
2017-03-25 10:15:00,909.61,907.69,-65.65,-87.44,845.11,-51.91,-1,2
2017-03-25 10:20:00,891.18,896.62,-68.91,-84.42,850.2,-57.28,-1,2
2017-03-25 10:25:00,929.73,943.84,-72.06,-94.27,862.06,-59.99,-1,2
2017-03-25 10:30:00,966.36,963.82,-86.36,-107.0,898.32,-72.71,-1,2
2017-03-26 01:20:00,809.32,831.92,-97.15,-115.53,794.51,-72.46,-1,2
2017-03-26 01:25:00,983.29,932.22,-88.91,-121.77,860.68,-68.91,-1,2
2017-03-26 01:30:00,1016.08,995.02,-95.76,-124.99,906.24,-71.96,-1,2
2017-03-26 01:35:00,981.89,997.83,-100.43,-124.62,909.32,-79.54,-1,2
2017-03-26 01:45:00,884.33,917.46,-72.09,-105.18,841.96,-51.44,-1,2
2017-03-26 01:50:00,968.7,978.67,-92.56,-121.45,877.68,-69.12,-1,2
2017-03-29 22:15:00,860.92,869.82,-71.52,-90.17,855.84,-59.49,-1,2
2017-03-29 22:20:00,970.51,1085.37,-111.29,-133.29,889.58,-81.58,-1,2
2017-03-30 23:40:00,913.25,943.23,-68.33,-84.13,834.72,-53.45,-1,2
2017-03-30 23:45:00,946.87,969.22,-73.98,-88.42,878.86,-55.16,-1,2
2017-03-30 23:55:00,1022.24,1025.23,-95.72,-111.35,921.24,-72.74,-1,2
2017-03-31 00:00:00,964.52,978.04,-98.68,-108.12,941.85,-78.62,-1,2
2017-03-31 00:05:00,1009.28,1026.26,-101.05,-107.81,950.88,-76.9,-1,2
2017-03-31 00:10:00,1015.79,1059.95,-122.07,-126.04,974.16,-97.12,-1,2
2017-03-31 00:35:00,1033.06,1041.95,-141.3,-133.05,1016.32,-107.95,-1,2
2017-03-31 00:40:00,976.91,1010.49,-145.01,-145.16,981.15,-111.74,-1,2
2017-04-03 15:10:00,829.56,1012.68,-77.55,-101.97,823.18,-61.07,-1,2
2017-04-03 15:20:00,960.38,1059.31,-88.41,-112.41,887.99,-64.18,-1,2
2017-04-03 15:25:00,971.34,1071.13,-83.56,-108.34,896.96,-61.23,-1,2
2017-04-03 15:35:00,973.65,1058.11,-75.82,-113.13,872.97,-60.46,-1,2
2017-04-04 17:30:00,989.97,984.52,-64.83,-87.05,903.85,-54.91,-1,2
2017-04-04 17:35:00,932.12,984.35,-90.08,-110.25,891.14,-78.11,-1,2
2017-04-07 01:00:00,843.54,962.2,-103.74,-126.04,742.61,-82.64,-1,2
2017-04-07 02:35:00,1059.62,1032.93,-150.47,-156.56,978.96,-125.99,-1,2
2017-04-07 21:00:00,771.26,812.74,-84.33,-123.79,784.41,-76.95,-1,2
2017-04-17 19:10:00,1072.5,1050.61,-129.01,-119.44,1013.04,-101.45,-1,2
2017-04-17 19:15:00,977.33,1018.7,-133.12,-116.88,967.9,-97.66,-1,2
2017-04-17 19:20:00,1027.02,1028.52,-128.74,-117.36,1004.97,-98.14,-1,2
2017-04-17 19:25:00,1065.5,1155.4,-139.22,-121.08,999.18,-105.56,-1,2
2017-04-17 19:30:00,989.68,1000.68,-130.35,-124.31,991.89,-102.3,-1,2
2017-04-17 19:45:00,1017.54,1066.54,-134.77,-114.87,968.88,-101.99,-1,2
2017-04-17 19:50:00,1071.19,1095.32,-144.53,-128.41,1015.64,-111.61,-1,2
2017-04-18 10:00:00,940.63,1125.5,-88.3,-107.57,939.28,-78.95,-1,2
2017-04-18 10:05:00,925.68,1102.14,-87.2,-108.12,931.02,-74.13,-1,2
2017-04-18 10:20:00,991.26,1030.25,-108.6,-132.06,910.94,-86.91,-1,2
2017-04-18 10:30:00,1018.41,1025.94,-113.03,-138.17,956.99,-100.78,-1,2
2017-04-18 11:05:00,1045.19,1039.96,-136.41,-162.79,992.89,-109.57,-1,2
2017-04-19 20:30:00,752.86,745.01,-108.36,-133.94,804.88,-89.03,-1,2
2017-04-19 20:35:00,732.95,790.84,-98.11,-128.83,766.99,-86.85,-1,2
2017-04-19 20:40:00,767.9,913.42,-97.68,-133.03,762.65,-87.12,-1,2
2017-04-19 21:20:00,760.49,794.05,-89.17,-117.54,789.24,-70.77,-1,2
2017-04-19 21:30:00,763.64,880.44,-89.69,-119.6,764.59,-73.24,-1,2
2017-04-19 21:40:00,1002.41,1053.97,-96.66,-137.51,863.8,-76.99,-1,2
2017-04-19 21:45:00,1019.44,1078.95,-90.98,-120.17,903.79,-70.99,-1,2
2017-04-19 22:00:00,1052.35,1104.91,-109.45,-133.98,912.86,-88.1,-1,2
2017-04-19 22:40:00,1014.27,1057.46,-122.57,-148.88,923.21,-99.14,-1,2
2017-04-19 22:50:00,1011.38,1029.8,-126.69,-148.62,951.8,-103.05,-1,2
2017-04-19 23:00:00,984.25,1019.63,-122.8,-142.75,945.67,-101.23,-1,2
2017-04-19 23:05:00,1020.73,1079.11,-123.34,-139.57,959.43,-102.33,-1,2
2017-04-19 23:35:00,1025.44,1045.56,-139.73,-167.63,971.78,-113.1,-1,2
2017-04-19 23:40:00,1070.33,1118.41,-133.46,-152.61,1001.54,-105.18,-1,2
2017-04-20 00:45:00,1089.79,1155.15,-154.62,-169.17,1016.54,-117.64,-1,2
2017-04-20 01:10:00,1054.88,1138.24,-155.05,-178.55,994.53,-122.94,-1,2
2017-04-22 19:15:00,817.77,849.78,-98.5,-116.39,844.08,-68.92,-1,2
2017-04-29 00:55:00,962.77,1060.93,-60.37,-85.71,870.13,-45.61,-1,2
2017-04-29 01:00:00,959.6,1013.08,-76.0,-102.49,879.52,-60.36,-1,2
2017-04-29 14:00:00,789.62,832.66,-81.87,-119.12,868.61,-60.78,-1,2
2017-05-09 12:15:00,758.85,782.46,-119.43,-141.66,780.2,-103.11,-1,2
2017-05-09 12:35:00,1030.94,1018.08,-126.8,-144.24,951.44,-101.4,-1,2
2017-05-09 12:55:00,855.28,914.48,-77.03,-90.07,814.93,-72.42,-1,2
2017-05-09 13:00:00,968.56,1008.05,-115.88,-115.09,891.4,-87.12,-1,2
2017-05-19 00:10:00,1053.89,1018.55,-131.0,-115.97,929.06,-101.19,-1,2
2017-05-19 00:20:00,1008.5,1001.81,-127.77,-114.93,946.45,-98.13,-1,2
2017-05-19 00:30:00,1047.9,976.95,-122.56,-126.97,933.61,-102.53,-1,2
2017-05-30 21:25:00,896.12,843.14,-77.57,-108.8,834.32,-59.88,-1,2
2017-05-30 21:35:00,945.23,854.43,-92.87,-125.16,900.56,-67.25,-1,2
2017-05-30 22:15:00,979.21,1015.39,-108.38,-122.97,938.13,-74.04,-1,2
2017-05-30 22:25:00,979.34,970.01,-100.78,-120.25,943.99,-68.79,-1,2
2017-05-30 22:30:00,972.74,964.65,-103.41,-109.6,929.19,-73.65,-1,2
2017-05-30 22:45:00,997.57,1008.92,-127.68,-150.81,948.92,-93.04,-1,2
2017-05-30 22:50:00,1012.06,1003.3,-126.93,-138.73,965.47,-92.36,-1,2
2017-05-31 01:05:00,1076.56,1083.39,-146.72,-166.29,1047.75,-104.51,-1,2
2017-05-31 01:10:00,1080.04,1072.32,-149.96,-164.51,1039.38,-106.35,-1,2
2017-05-31 03:30:00,1033.34,1007.47,-141.74,-169.26,965.07,-100.49,-1,2
2017-05-31 19:10:00,901.8,888.69,-67.35,-94.37,860.94,-51.4,-1,2
2017-05-31 19:15:00,902.4,888.99,-66.44,-96.05,860.58,-52.86,-1,2
2017-05-31 19:25:00,905.27,913.91,-72.7,-96.86,852.03,-51.76,-1,2
2017-05-31 19:30:00,902.47,914.23,-75.86,-100.78,846.2,-59.0,-1,2
2017-05-31 19:35:00,948.35,935.56,-83.25,-103.36,871.66,-64.82,-1,2
2017-05-31 20:30:00,824.11,794.27,-81.76,-105.36,821.98,-59.66,-1,2
2017-05-31 22:30:00,943.86,919.14,-75.21,-97.28,852.56,-62.09,-1,2
2017-05-31 22:35:00,1017.83,970.59,-78.5,-111.46,898.06,-64.86,-1,2
2017-05-31 22:55:00,1044.53,1018.84,-96.75,-141.0,934.35,-88.45,-1,2
2017-05-31 23:00:00,972.27,960.7,-92.47,-130.07,906.87,-80.6,-1,2
2017-06-01 00:05:00,902.68,967.35,-77.99,-110.89,838.21,-61.7,-1,2
2017-06-01 00:20:00,987.63,992.94,-93.76,-128.62,934.68,-79.19,-1,2
2017-06-01 00:25:00,998.86,1063.9,-100.62,-129.57,933.31,-87.26,-1,2
2017-06-01 00:30:00,1001.86,1041.25,-112.11,-146.38,952.86,-89.42,-1,2
2017-06-01 00:35:00,991.18,1025.06,-107.82,-141.66,960.28,-83.47,-1,2
2017-06-01 00:50:00,990.29,1032.36,-131.14,-164.28,945.0,-105.29,-1,2
2017-06-01 01:15:00,1045.82,1041.33,-148.81,-181.06,978.87,-122.4,-1,2
2017-06-01 02:05:00,1041.64,1092.26,-128.66,-158.25,977.94,-98.14,-1,2
2017-06-01 02:20:00,1006.92,1054.58,-147.77,-172.77,984.82,-113.94,-1,2
2017-06-01 09:10:00,877.56,884.81,-76.1,-100.57,852.27,-56.55,-1,2
2017-06-01 09:20:00,967.07,948.57,-76.67,-96.99,911.01,-58.04,-1,2
2017-06-01 09:25:00,921.13,958.21,-81.94,-112.8,896.02,-61.76,-1,2
2017-06-03 16:45:00,810.12,908.38,-96.5,-112.77,773.13,-76.87,-1,2
2017-06-03 16:55:00,943.16,931.03,-90.91,-121.03,892.36,-75.11,-1,2
2017-06-03 17:00:00,964.72,951.07,-96.23,-120.9,917.74,-81.01,-1,2
2017-06-03 17:40:00,972.34,970.6,-100.65,-122.97,881.67,-80.83,-1,2
2017-06-03 17:45:00,1005.99,1000.18,-116.95,-146.68,945.03,-92.46,-1,2
2017-06-04 16:00:00,764.42,790.36,-102.68,-136.91,793.5,-77.7,-1,2
2017-06-04 16:30:00,972.85,998.76,-100.87,-123.15,919.33,-82.24,-1,2
2017-06-04 16:35:00,1030.53,1018.81,-110.5,-140.0,934.5,-92.39,-1,2
2017-06-04 16:40:00,1046.57,1032.09,-100.57,-132.9,957.44,-87.02,-1,2
2017-06-04 16:45:00,1085.82,1029.58,-98.7,-127.69,978.51,-80.61,-1,2
2017-06-04 16:50:00,1050.81,1022.6,-114.2,-136.86,966.2,-95.78,-1,2
2017-06-05 00:15:00,1080.17,1070.18,-140.91,-174.22,999.56,-109.1,-1,2
2017-06-05 00:20:00,1081.57,1063.91,-154.85,-190.87,1009.23,-120.87,-1,2
2017-06-06 14:20:00,749.67,802.38,-84.25,-113.52,821.73,-64.04,-1,2
2017-06-06 14:30:00,787.46,894.13,-76.22,-113.37,771.79,-69.86,-1,2
2017-06-08 16:30:00,794.68,774.18,-110.26,-128.53,831.63,-71.51,-1,2
2017-06-09 03:00:00,958.77,800.0,-102.32,-136.03,884.18,-76.57,-1,2
2017-06-12 13:45:00,834.21,889.59,-83.8,-79.02,833.28,-73.64,-1,2
2017-06-12 13:50:00,948.54,882.3,-88.01,-91.57,860.18,-73.41,-1,2
2017-06-12 13:55:00,963.99,898.55,-83.79,-82.94,887.64,-73.6,-1,2
2017-06-12 14:00:00,978.2,919.29,-83.86,-96.69,903.05,-78.55,-1,2
2017-06-12 14:40:00,1044.9,1013.65,-131.77,-152.3,958.02,-110.13,-1,2
2017-06-12 15:40:00,761.44,843.02,-88.57,-119.66,838.82,-71.0,-1,2
2017-06-12 16:05:00,885.5,1004.05,-87.16,-112.32,839.59,-70.21,-1,2
2017-06-12 16:10:00,1018.22,974.49,-103.11,-127.92,864.17,-78.93,-1,2
2017-06-12 16:15:00,1010.5,1016.73,-105.14,-130.02,929.08,-81.78,-1,2
2017-06-12 16:20:00,1051.53,1048.64,-132.16,-152.76,970.31,-110.29,-1,2
2017-06-14 01:30:00,804.58,867.48,-81.82,-115.0,867.47,-56.44,-1,2
2017-06-14 05:50:00,886.07,852.86,-66.86,-102.53,828.02,-62.87,-1,2
2017-06-14 05:55:00,903.74,864.72,-67.93,-96.23,851.99,-57.69,-1,2
2017-06-14 06:05:00,960.42,916.85,-81.14,-111.39,894.07,-78.83,-1,2
2017-06-14 06:10:00,930.76,909.79,-71.68,-105.62,903.23,-69.71,-1,2
2017-06-14 06:15:00,983.09,958.55,-73.2,-103.26,922.82,-71.03,-1,2
2017-06-14 07:05:00,1031.44,959.21,-91.78,-126.46,880.78,-85.32,-1,2
2017-06-14 12:00:00,936.05,931.22,-81.58,-111.34,863.66,-66.68,-1,2
2017-06-14 12:20:00,1029.09,1032.59,-137.19,-158.32,945.25,-103.98,-1,2
2017-06-16 19:25:00,817.23,952.88,-91.04,-123.53,809.4,-67.31,-1,2
2017-06-16 19:30:00,796.93,797.67,-102.08,-134.47,816.58,-84.17,-1,2
2017-06-16 19:35:00,935.2,969.98,-82.44,-120.99,840.3,-66.34,-1,2
2017-06-16 19:40:00,999.42,1045.43,-60.32,-95.88,907.75,-48.26,-1,2
2017-06-16 19:45:00,962.03,1057.53,-53.86,-92.37,917.93,-45.41,-1,2
2017-06-16 20:00:00,972.51,1080.6,-47.16,-84.82,899.61,-39.35,-1,2
2017-06-16 20:05:00,971.17,1074.34,-45.11,-75.92,904.55,-35.79,-1,2
2017-06-16 20:50:00,911.79,970.38,-65.98,-103.86,902.45,-56.98,-1,2
2017-06-16 20:55:00,946.32,993.11,-83.14,-121.12,904.09,-70.47,-1,2
2017-06-16 22:45:00,902.76,976.98,-64.89,-92.05,871.89,-57.01,-1,2
2017-06-16 22:55:00,1024.19,1005.47,-112.03,-145.05,946.3,-88.41,-1,2
2017-06-16 23:05:00,1157.63,1161.01,-120.07,-154.82,984.84,-106.43,-1,2
2017-06-16 23:10:00,986.94,1009.61,-110.92,-149.76,982.48,-83.4,-1,2
2017-06-16 23:15:00,1033.37,1038.13,-130.67,-156.04,992.52,-100.93,-1,2
2017-06-16 23:50:00,1040.7,1079.29,-154.86,-185.77,1007.98,-116.14,-1,2
2017-06-22 06:10:00,767.12,812.96,-107.62,-136.8,769.59,-96.85,-1,2
2017-06-22 06:15:00,759.74,789.88,-99.44,-124.22,762.84,-89.31,-1,2
2017-06-22 06:20:00,755.23,785.7,-96.2,-122.2,755.28,-86.96,-1,2
2017-06-22 06:45:00,991.38,1053.34,-63.77,-95.76,880.75,-58.5,-1,2
2017-06-22 06:50:00,807.11,821.42,-75.32,-99.2,836.28,-67.58,-1,2
2017-06-22 06:55:00,873.26,896.0,-71.92,-98.57,825.67,-60.8,-1,2
2017-06-24 20:25:00,764.71,770.48,-100.79,-136.08,836.1,-86.21,-1,2
2017-06-24 20:30:00,823.22,1001.69,-83.69,-113.33,805.99,-70.88,-1,2
2017-06-24 20:35:00,936.16,1033.36,-66.29,-102.14,875.77,-55.18,-1,2
2017-06-24 20:40:00,950.49,1042.71,-64.7,-98.2,891.55,-51.94,-1,2
2017-06-24 20:45:00,973.95,1015.7,-80.32,-106.92,892.89,-67.2,-1,2
2017-06-24 20:55:00,907.76,1019.06,-67.47,-93.49,855.82,-52.27,-1,2
2017-06-25 09:05:00,818.66,1011.63,-72.24,-102.27,834.07,-55.45,-1,2
2017-06-25 09:20:00,986.51,1080.84,-89.92,-123.49,881.78,-75.85,-1,2
2017-06-25 09:25:00,970.97,1001.83,-109.55,-139.26,902.02,-88.3,-1,2
2017-06-26 10:15:00,762.91,798.2,-96.57,-132.87,818.58,-74.01,-1,2
2017-06-26 10:20:00,813.95,951.89,-93.38,-130.55,805.33,-73.49,-1,2
2017-06-26 10:25:00,817.68,988.61,-78.94,-110.0,809.14,-60.04,-1,2
2017-06-26 10:30:00,840.48,1006.9,-75.6,-113.83,816.87,-53.06,-1,2
2017-06-26 11:10:00,818.5,981.6,-76.72,-101.12,804.7,-62.29,-1,2
2017-06-26 11:15:00,981.44,995.89,-84.65,-114.78,846.42,-71.07,-1,2
2017-06-26 11:20:00,960.21,998.2,-98.95,-112.88,882.54,-81.34,-1,2
2017-06-26 11:30:00,1055.91,1047.44,-128.25,-143.1,955.96,-103.1,-1,2
2017-06-26 11:35:00,991.39,993.67,-128.22,-142.74,969.29,-102.11,-1,2
2017-06-30 16:25:00,1027.08,1025.77,-92.09,-129.5,932.27,-73.6,-1,2
2017-06-30 16:30:00,936.76,1025.41,-78.17,-94.71,945.04,-65.92,-1,2
2017-06-30 16:35:00,971.52,1010.34,-87.14,-105.48,921.8,-69.74,-1,2
2017-07-28 01:25:00,975.86,1012.7,-110.15,-135.61,895.6,-92.84,-1,2
2017-07-28 01:30:00,998.42,1058.98,-57.66,-75.56,926.5,-43.55,-1,2
2017-07-28 01:35:00,983.0,994.97,-80.48,-94.87,876.49,-68.54,-1,2
